               epoch,      train/box_loss,      train/obj_loss,      train/cls_loss,   metrics/precision,      metrics/recall,     metrics/mAP_0.5,metrics/mAP_0.5:0.95,        val/box_loss,        val/obj_loss,        val/cls_loss,               x/lr0,               x/lr1,               x/lr2
                   0,            0.055763,            0.001136,           0.0075928,                   0,                   0,                   0,                   0,                   0,           0.0010843,                   0,              0.0701,           0.0033222,           0.0033222
                   1,            0.052753,           0.0011161,           0.0067847,                   0,                   0,                   0,                   0,                   0,          0.00053326,                   0,             0.03998,           0.0065358,           0.0065358
